id,date,message
87,2023-01-16 13:41:35+00:00,"📻Che-Med held fruit-bearing discussion at ሳይበርኛ radio program on Fana 98.1FM about digital health care and privacy and security of E-commerce.

We discussed in details current trends in digital healthcare, It's benefits, challenges, and opportunities.

You can listen to us at 08:00PM tonight and increase your understanding about the current activities of digital health care and its future.

Che-Med"
86,2023-01-16 10:13:42+00:00,"🔵Get GOFEN from Che-Med!

Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798
Website: www.chemeds.org

Che-Med the best way to find your meds!"
85,2023-01-16 09:26:09+00:00,"⚠️Notice!
Dear esteemed customers,
Due to four-days motorbike movement restrictions, we have limited our services to matchmaking,drug information and medical consultation only.

N.B. 
🔅We will make deliveries for whom the medications are urgent.
🔅You can book deliveries starting from Friday, Jan 20."
82,2023-01-13 12:48:47+00:00,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!"
81,2023-01-13 09:44:14+00:00,"Nature's Bounty Supplement Products are here!

Che-Med Nature's Bounty Supplement Products ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Che-Med the best way to find your meds!"
80,2023-01-06 16:06:21+00:00,"ስለ Nature Made Vitamin supplement tiktok ላይ እንንገርዎ።

ለማየት፡ https://vm.tiktok.com/ZMFw4DarV/

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!"
79,2023-01-06 09:31:17+00:00,"🎄Che-Med ለመላው ክርስትያን ቤተሰቦቻችን መልካም የገና በዓል እንዲሆንልዎ ይመኛል።

መልካም በዓል!!"
77,2023-01-04 05:58:02+00:00,"Nature Made Vitamin supplements

Che-Med በደምበኞቻችን ፍላጎት መሰረት Nature made vitamin supplement ይዞላችሁ መጧል።

በቁጥር ውስን ስለሆኑ ቀድመው ይዘዙን።

ለማዘዝ፦
Our pharmacist: https://t.me/CheMedAssistant9798
Our call center: 9798

Follow our channel and stay tuned
https://t.me/CheMeds

Che-Med the best way to find your meds!"
76,2023-01-03 17:49:48+00:00,"በwww.chemeds.org መድሃኒትዎን የሚያዙበትን መንገድ የሚያሳይ tiktok ቪዲዮ።

👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFTkBoWk/"
75,2023-01-03 05:48:34+00:00,✨በChe-Med የጥሪ ማዕከል 9798 ላይ ደውለው  በመመዝገብ በየወሩ የሚያስፈልግዎትን ኢንሱሊን ቤትዎ በር ድረስ ያስመጡ።
71,2022-12-30 15:45:35+00:00,"Che-Med at Smart city symposium, National science museum.
 
Like share and subscribe our tiktok vlog.
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFcHq5Xk/"
70,2022-12-28 17:02:08+00:00,"Buy you Power Plus supplement from Che-Med.

For more information please watch our tiktok video by pressing the link below.
👇👇👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMFv4PRtp/"
67,2022-12-28 06:31:50+00:00,"Order your Power plus Vitamin and mineral supplement from Che-Med.

Call center: 9798
Website: www.chemeds.org"
64,2022-12-27 17:06:32+00:00,"Che-Med

✨Che-Med የመድሀኒትና የህክምና እቃዎች  አፋላጊ እና አቅራቢ ድርጅት ነው፡፡ ከ100 በላይ አጋር ፋርማሲዎች ጋር በመተባበር መድሀኒቶችን ከአጋር ፋርማሲዎች ማሰባሰብ (Pharmaceutical product aggregation), መድሀኒት ፈልጎ ማግኘት(Matchmaking), እና ደንበኞች የፈለጉት ቦታ መድሀኒት/የህክምና እቃዎችን ማድረስ (Delivery) አገልግሎቶችን በቴክኖሎጂ በመታገዝ ይሰጣል፡፡  

✨ደንበኞች በዌብሳይታችን www.chemeds.org  ወይንም በጥሪ ማዕከላችን 9798 በመደወል ስለመድሃኒት መረጃ ማግኘት ይችላሉ፤ መድሃኒት ማዘዝ ይችላሉ አንዲሁም ስለጤናቸው አጠቃላይ የማማከር አገልግሎት ያገኛሉ፡፡

✨ወደ ቴሌግራም ግሩፓችን ለመቀላቀል ከታች ያለውን ሊንክ ይጫኑ።"
62,2022-12-25 15:46:05+00:00,"💥የምስራች ከChe-Med

።።።።።።Che-Med አስታዋሽ።።።።።።

Che-Med አስታዋሽ ለረጅም ጊዜ የሚወስዱትን እንደ የደም ግፊትና ስኳር ህመም መድሀኒቶች በየሳምንት፣ በየወሩ እንዲሁም በፈለጉት ጊዜ አስታውሶ በርዎ ድረስ ያመጣል።

ከታች ያለውን የTikTok ሊንክ በመጫን ስለአገልግሎታችን ይወቁ።

👇👇👇👇👇👇👇👇👇👇👇
https://vm.tiktok.com/ZMF7kJA7F/"
60,2022-12-23 06:26:15+00:00,"ቀጠሮ ያስይዙ!
በ ጥሪ ማዕከላችን 9798 በመደወል የዕንቅርት ህመም መቆጣጠርያ መድሃኒት በየወሩ ለማስመጣት Che-Med ላይ ይመዝገቡ። እኛ ወሩን ጠብቀን መድሃኒትዎን በርዎ ድረስ እናደርሳለን።

Che-Med is the best way to find your meds!

*****
Follow our telegram channel
https://t.me/CheMed123
👆👆👆👆👆👆👆👆👆"
59,2022-12-22 06:40:25+00:00,"ቀጠሮ ያስይዙ!
በ ጥሪ ማዕከላችን 9798 በመደወል የግፊት መድሃኒትዎን በየወሩ ለማስመጣት Che-Med ላይ ይመዝገቡ። እኛ ወሩን ጠብቀን መድሃኒትዎን በርዎ ድረስ እናደርሳለን።

Che-Med is the best way to find your meds!

*****
Follow our telegram channel
https://t.me/CheMed123
👆👆👆👆👆👆👆👆👆"
58,2022-12-22 03:11:26+00:00,"www.chemeds.org መድሀኒትዎን ለማግኘት ዘመናዊው መንገድ ነው፡፡ በድረገጻችን አማካኝነት መድኃኒትዎን ከፈለጉት ቦታ ይዘዙ ያሉበት ቦታ መድሃኒትዎን እናደርስልዎታለን፡፡

በተጨማሪም በጥሪ ማዕከላችን 9798 በመደወል ስለመድሃኒት መረጃ ይጠይቁ፤ መድሃኒት ይዘዙ  ስለጤናዎ በሐኪሞች የታገዘ የማማከር አገልግሎት ያግኙ፡፡"
57,2022-12-21 15:13:27+00:00,"Please follow our tiktok channel
https://vm.tiktok.com/ZMFnaVcq2/"
55,2022-12-20 11:28:59+00:00,"Order Scotts for your children from Che-Med. We will bring to you within 30 minutes.

For additional info:
                     Call us at_9798"
52,2022-12-16 12:21:01+00:00,"The First pharmacy in Addis Ababa

In the early 20th century, Paul Merab (real name, Petre Merabishvili) was the personal physician of Emperor Menelik II and opened the very first pharmacy in Addis. He was born in 1876 in Ude, South Georgia in a Roman Catholic community.

In 1910 Paul Merab founded the first pharmacy in Addis Ababa which he called Pharmacies de la Georgie (after the country of his birth)."
51,2022-12-15 06:16:41+00:00,"https://vm.tiktok.com/ZMFs2H4ym/

Like and follow our tiktok channel."
50,2022-12-13 05:55:18+00:00,"በየወሩ ሚታዘዝልዎትን አስፕሪን መንገላታት ሳይጠበቅብዎት ከChe-Med ይዘዙ።

ለተጨማሪ መረጃ፡
በጥሪ ማዕከላችን 9798 ወይም
www.chemeds.org ያግኙን።"
49,2022-12-09 12:28:53+00:00,"በChe-Med የመድሃኒት መረጃ ማዕከል 9798 በመደውል መድሃኒትዎን ይዘዙ። በተጨማሪም ስለጤናዎ መረጃ ይጠይቁ። 

እኛ በ30 ደቂቃ መድሃኒትዎን እናደርሳለን።

📞9798

Join our telegram channel to join our Che-Med community.
https://t.me/CheMed123"
48,2022-12-09 04:09:49+00:00,"Che-Med ዛሬ Dec 9,2022 በተለያዩ የFM ጣቢያዎች ራሱን ያስተዋውቃል ።

በዚህም ከሚሠጣቸው አገልግሎቶች በተጨማሪ ስራ ስለጀመረው አዲሱ የመድሃኒት መረጃ የጥሪ ማዕከላችን 9798 ሲያበስር ደስታ ይሠማዋል።"
46,2022-12-07 06:43:48+00:00,"Che-Med is the best way to find your meds.
www.chemeds.org
Call center_ 9798"
45,2022-12-05 05:57:22+00:00,"Antibiotics are the cure for every disease!
You may have heard the misconception that antibiotics are a cure-all - but this is simply not true.

facts
Antibiotics only help bacterial infections.

Most illnesses such as the common cold and sore throat are caused by viruses that do not respond to antibiotics."
43,2022-12-02 13:44:41+00:00,"የChe-Med የመድሃኒት መረጃ ማዕከል በቅርብ ቀን!

www.chemeds.org
0912603463"
41,2022-12-02 06:06:12+00:00,"Order your Antipains from Che-Med. It will be delivered to you with in 30 minutes.
www.chemeds.org
+251912603463"
40,2022-12-01 06:47:22+00:00,"በChe-Med መድሃትዎን በማዘዝ ረጅም ሰልፍ በመሰለፍ የሚያባክኑትን ጊዜና ጉልበት ያስቀሩ!
ለተጨማሪ መረጃ 
www.chemeds.org 
+251912603463
ይደውሉ ይዘዙን። ባሉበት ቦታ እናደርሳለን።"
39,2022-11-30 06:31:44+00:00,"ራሴን በጣም ስላመመኝ ቶሎ እንዲሻለኝ አራት ፓራሴታሞል በአንድ ጊዜ ዋጥኩበት!
እንደዚህ ያሉ አባባሎች በአካባቢያችን የተለመዱ ናቸው።
ጠንከር ያለ ህመም ሲኖር ከማዘዣ ውጪ የሚገዙ የህመም ማስታገሻ መድሃኒቶችን ፋርማሲስቶች ከመከርዎ መጠን በላይ መውሰድ ጎጂ ላይመስልዎ ይችላል። 
እውነታው ግን እነዚህ የህመም ማስታገሻ መድሃኒቶች ከመጠን በላይ ከተወሰዱ ለጤና ጎጂ ሊሆኑ ይችላሉ።
በፋርማሲስቶች የሚመከረው የመድሃኒት መጠን በጥንቃቄና በሳይንቲፊክ ምርምር ለሰውነታችን በቂ መሆኑ የተረጋገጠ ነወ።
ሆኖም ከማዘዣ ውጪ የሚገዙ የህመም ማስታገሻ መድሃኒቶችን ከመጠን በላይ መውሰድ ከጥቅሙ ይልቅ ለመድሃኒቶች የጎንዮሽ ጉዳት ብሎም ለከፋ ህመም ሊዳርጉን ይችላሉ።
ነገር ግን ከማዘዣ ውጪ የሚገዙ የህመም ማስታገሻ መድሃኒቶችን ወስደው የህመም ስሜትዎ ካልቀነሰ በተለያዩ ምክንያቶች ሊሆን ስለሚችል የሚወስዱትን የመድሃኒት መጠን ከመጨመርዎ በፊት የጤና ባለሙያ ማማከር ብልህነት ነው።

ለተጨማሪ መረጃ
www.chemeds.org
+251912603463"
38,2022-11-29 07:43:06+00:00,"የኢንሱሊን ሲሪንጅ በቅናሽ ከChe-Med ይዘዙ። ካሉበት ቦታ ሆነው ይዘዙ ያሉበት ቦታ እናደርስልዎታለን።

www.chemeds.org
+251912603463"
34,2022-11-22 08:15:47+00:00,"ለተሟላ የተመጣጠነ ምግብ ፍላጎትዎ Ensure Vanilla Supplements

ከ20 በላይ አጥንት ለማጠንከር፣ ጡንቻዎችን ለማዳበር እና የበሽታ መከላከያ አቅም ለማሳደግ የሚረዱ ንጥረነገሮች የበለጸገ

በተመጣጣኝ ዋጋ ከ CheMed 

ለተጨማሪ መረጃ 
www.chemeds.org 
+251 91 260 3463

ይደውሉ... ይዘዙን... ያሉበት ቦታ እናደርሳለን"
33,2022-11-15 11:51:16+00:00,"ቫይታሚን ሲ ለሰውነውታችን በጣም አስፈላጊ ብዙ የጤና ጠቀሜታዎች የሚሰጥ ንጥረ ነገር ነው፡፡ 

NAT C የበሽታ መከላከል አቅምን የሚያጎለብት ብቻ ሳይሆን ጤናማ ቆዳ፣ ጠንካራ ድድ እና ጡንቻዎችን እንዲኖረን ያግዛል። 

በተመጣጣኝ ዋጋ ከ CheMed 

ለተጨማሪ መረጃ 
www.chemeds.org 
+251 91 260 3463

ይደውሉ... ይዘዙን... ያሉበት ቦታ እናደርሳለን"
31,2022-11-15 05:24:41+00:00,"መድሀኒት ቤትዎ ድረስ! 

መድሀኒት በመፈለግ ጊዜዎንና ጉልበትዎን አያባክኑ:: ድረገጻችንን በመጠቀም መድኃኒት ከፈለጉት ቦታ ይዘዙ ያሉበት ቦታ እናደርስልዎታለን፡፡ 

30 ደቂቃ፡ በሃኪም የታዘዘልዎትን መድሃኒት ቤትዎ
ለማድረሰ የሚፈጅብን ጊዜ ነው፡፡ 

www.chemeds.org 
+251912603463 

The delivery fee is fixed at 100 ETB"
30,2022-11-09 08:53:25+00:00,"የ24 ሰዓት የመድሀኒት ዴሊቨሪ አገልግሎት ከ CheMed

www.chemeds.org
0912603463"
27,2022-10-28 09:15:09+00:00,"ለተሟላ የተመጣጠነ ምግብ ፍላጎትዎ Ensure Vanilla Supplements

ከ20 በላይ አጥንት ለማጠንከር፣ ጡንቻዎችን ለማዳበር እና የበሽታ መከላከያ አቅም ለማሳደግ የሚረዱ ንጥረነገሮች የበለጸገ

በተመጣጣኝ ዋጋ ከ CheMed 

ለተጨማሪ መረጃ 
www.chemeds.org 
+251 91 260 3463

ይደውሉ... ይዘዙን... ያሉበት ቦታ እናደርሳለን"
26,2022-10-28 06:49:36+00:00,"ለጤና ባለሙያዎች የቀረበ  አብሮ የመስራት ጥሪ

ታካሚዎች በየቀኑ በጤና ባለሙያ የታዘዙላቸዉን መድሀኒት ለማግኘት ብዙ ችግሮችን ይጋፈጣሉ፡፡

ከ CheMed ጋር አብሮ በመስራት ታካሚዎችዎ መድሀኒት በቀላሉ እንዲያገኙ ያግዙ፡፡

የቀረበዉን ፎርም በመሙላት ይመዝገቡ የቢዝነስ አጋር ይሁኑ፡፡ 
https://forms.gle/FDWbwkYaW4dz21yo7"
25,2022-10-24 09:34:19+00:00,"የደም ኦክስጅን መጠን መለኪያ መሳሪያዎች በቅናሽ ዋጋ አቅርበንልዎታል፡፡ 

ለተጨማሪ መረጃ 
www.chemeds.org 
+251912603463

ይደውሉ... ይዘዙን... ባሉበት ቦታ እናደርሳለን"
23,2022-10-20 12:24:01+00:00,"የስኳር መጠንዎ ስንት ነው?  

የደም ውስጥ የስኳር መጠንዎን በቤትዎ ይለኩ ፣ ይከታተሉ ፣ ጤናዎን ይጠብቁ፡፡ 

ባቀረብንልዎ ቅናሽ በመጠቀም የራስዎን እና የቤተሰብዎን የስኳር መጠን በቅርበት ይከታተሉ።

www.chemeds.org
+251 91 260 3463"
22,2022-10-18 07:57:36+00:00,"በቤት ውስጥ የደም ግፊት መጠን መለካትና ለውጦችን በመመዝገብ መከታተል የህክምና ባለሙያዎች በቀላሉ መረጃ ላይ ተመስርተው የመድሃኒትዎን መጠን ለማስተካከል ወይም  ለመለወጥ እንዲወስኑ ይረዳል።

ባቀረብንልዎ ቅናሽ በመጠቀም የራስዎን እና የቤተሰብዎን የደም ግፊት መጠን በየቀኑ ይከታተሉ።


www.chemeds.org
+251912603463"
21,2022-10-17 14:02:40+00:00,በሀኪም የታዘዙ መድሀኒቶች፤ ያለሀኪም ትእዛዝ የሚሸጡ የህመም ማስታገሻ መድሀኒቶች፡ ሰውነት ለመገንባት/ ለማዳበር የሚረዱ መድሀኒቶች፡እንዲሁም እንደ ስኳር መጠን መለኪያ ያሉ የህክምና መሳሪያዎችን በሰከንዶች ፍጥነት በስልክዎ ርቀት እናገኝልዎታለን፡፡ የመድሀኒቱን ስሪት፤ ሀገር፤ ዋጋ አማርጠው ማዘዝ ይችላሉ፡፡
20,2022-10-12 14:14:52+00:00,"“ከነማ ፋርማሲዎች ድርጅት እና ክፍያ ፋይናንሺያል ቴክኖሎጂስ ኃ.የተ.የግ.ማ፡ የመድኃኒት ዘርፍ ዲጂታላይዜሽን አጋርነት ተፈራረሙ”

የክፍያ ፋይናንሺያል ቴክኖሎጂስ እና ከነማ ፋርማሲዎች ድርጅት በሚከተሉት ነጥቦች ላይ በትብብር ለመስራት የጋራ መግባቢያ ሰነድ ተፈራርመዋል፡፡ ይህ ትብብር፤

1. ከነማ ፋርማሲዎች ድርጅትን የኢንቬንቶሪና የንብረት አስተዳደር ስርዓቱን ዲጂታል ለማድረግ የሚያደርገውን ጥረት ለማገዝ፣
2. የመድሃኒት ግዢ ሂደትን በማዘመን በመረጃ ላይ እና በፍላጎት ላይ የተመሰረተ ለማድረግ;
3. የዲጂታል መድሃኒት ግብይትና ዴሊቨሪን የሚያሳልጥ መተግበሪያን ማቅረብን ያካትታል፡፡

ይህ አጋርነት ከነማ ፋርማሲዎችዎች ድርጅትድርጅት የሚገኝበትን የለውጥ ሂደት የሚደግፍ እና ደንበኞች Chemed መተግበሪያን በመጠቀም ከከነማ ፋርማሲዎች በቀላሉ እና በተመቻቸ ሁኔታ መድሀኒቶችን እንዲያገኙ የሚያስችል ነው።"
19,2022-10-12 14:14:19+00:00,"KENEMA PHARMACIES ENTERPRISE and CHEMED BY KIFIYA FINANCIALTECHNOLOGIES PLC: A partnership for pharmaceutical sector digitalization

We are excited to announce that Chemed, a subsidiary of Kifiya Finacial Technologies, is partnering up with Kenema Pharmacies Enterprise. Our collaboration will focus on the following;

1. Enhance Kenema's digitalization of its inventory and warehouse management system;
2. Make medication purchase data-driven and need-based;
3. Provide a digital medication matchmaking and delivery platform;

This partnership will boost Kenema's current reforms and enable an alternative platform for clients to access medications from Kenema easily and conveniently.'"
18,2022-10-06 09:23:46+00:00,"በቀን ሁለት ጊዜ፣ ሶስት ጊዜ ወይም አራት ጊዜ መድሃኒት ሲታዘዝልን አንዴት መዉሰድ ይኖርብናል? 


www.chemeds.org 
0912603463"
17,2022-10-03 05:16:30+00:00,"መድሀኒት ቤትዎ ድረስ! 

መድሀኒት በመፈለግ ጊዜዎንና ጉልበትዎን አያባክኑ:: ድረገጻችንን በመጠቀም መድኃኒት ከፈለጉት ቦታ ይዘዙ ያሉበት ቦታ እናደርስልዎታለን፡፡ 

30 ደቂቃ፡ በሃኪም የታዘዘልዎትን መድሃኒት ቤትዎ
ለማድረሰ የሚፈጅብን ጊዜ ነው፡፡ 

www.chemeds.org 
+251912603463 

The delivery fee is fixed at 100 ETB"
15,2022-09-30 07:33:42+00:00,"For more information contact our pharmacists at 0912603463

You can still schedule orders and get information about medications."
14,2022-09-28 05:45:31+00:00,"CheMed
#አፋላጊ
#አድራሽ
#አስታዋሽ

www.chemeds.org
+2519603463"
13,2022-09-16 07:42:31+00:00,"Say goodbye to the hustle of trying to find medications! 

Chemed has brought to you the modern way to find your meds. Go to www.chemeds.org to order your medications or upload your prescriptions and get them delivered to you within less than 30 minutes.

You can also reach out to our Pharmacists at +251912603463."
11,2022-09-10 15:55:25+00:00,"🌼🌼🌼 መልካም አዲስ ዓመት 🌼🌼🌼

የምስራች!! በአዲሱ አመት አዲስ ነገር ለጤናዎ፡፡ ከእንግዲህ መድሃኒት ፍለጋ መንከራተትና መሰለፍ አይኖርብዎትም፡፡ www.chemeds.org በመግባት ሞባይልዎን ተጠቅመው የሚፈልጉት መድሃኒት ቤትዎ ድረስ ይዘዙ!

🌼🌼🌼 መልካም አዲስ ዓመት 🌼🌼🌼"
10,2022-09-07 09:16:40+00:00,Why spend time searching for medications? Visit www.chemeds.org to have your medication delivered to your door.
9,2022-09-06 04:26:15+00:00,www.chemeds.org መድሀኒትዎን ለማግኘት ዘመናዊው መንገድ ነው፡፡ በድረገጻችን አማካኝነት መድኃኒትዎን ከፈለጉት ቦታ ይዘዙ ያሉበት ቦታ መድሃኒትዎን እናደርስልዎታለን፡፡
2,2022-09-05 09:57:09+00:00,www.chemeds.org መድሀኒትዎን ለማግኘት ዘመናዊው መንገድ ነው፡፡ በድረገጻችን አማካኝነት መድኃኒትዎን ከፈለጉት ቦታ ይዘዙ ያሉበት ቦታ መድሃኒትዎን እናደርስልዎታለን፡፡
